,pred,truth,fold,leaf_size,STUDENTID,label,sec_spent_BlockRev,sec_spent_EOSTimeLft,sec_spent_VH098519,sec_spent_VH098522,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098834,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_BlockRev,times_entered_EOSTimeLft,times_entered_VH098519,times_entered_VH098522,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098834,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,times_entered_VH356862,num_actions_BlockRev,num_actions_EOSTimeLft,num_actions_VH098519,num_actions_VH098522,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098834,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139047,num_actions_VH139196,num_actions_VH356862,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Lose Focus,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_EOSTimeLft,percentile5_VH098519,percentile5_VH098522,percentile5_VH098556,percentile5_VH098597,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098779,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098834,percentile5_VH098839,percentile5_VH134366,percentile5_VH134373,percentile5_VH134387,percentile5_VH139047,percentile5_VH139196,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff2,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_rank_VH098808,"answer_rank_VH139196_C,1",answer_rank_VH098810,answer_rank_VH134366_5,answer_rank_VH134366_2,answer_rank_VH134366_3,answer_rank_VH098779,"answer_rank_VH139196_B,1",answer_rank_VH139047_3,answer_rank_VH098839,answer_rank_VH134366_4,answer_rank_VH098812,answer_rank_VH098759,answer_rank_VH139047_4,answer_rank_VH134373_1,answer_rank_VH134387_1,answer_rank_VH098834,answer_rank_VH098783,answer_rank_VH098556,answer_rank_VH098519,answer_rank_VH134366_1,answer_rank_VH098597,answer_rank_VH139047_1,answer_rank_VH098522,"answer_rank_VH139196_A,1",answer_rank_VH098740,answer_rank_VH139047_2,answer_rank_VH098753,answer_count_top1,answer_count_top2,answer_count_top3,answer_count_top4,answer_count_top5,answer_count_unanswered,count_Draw,count_Erase,count_Scratchwork Draw Mode On,count_Scratchwork Erase Mode On,count_Scratchwork Mode Off,count_Scratchwork Mode On,count_Equation Editor Button,count_Clear Scratchwork,count_Highlight,count_TextToSpeech,sec_spent_SecTimeOut,times_entered_SecTimeOut,num_actions_SecTimeOut,percentile5_SecTimeOut,sec_spent_HELPMAT8,times_entered_HELPMAT8,num_actions_HELPMAT8,percentile5_HELPMAT8
22,1.0,True,0,10,2333002923,1.0,3.63,2.837,76.92,38.71,15.34,68.62,43.903,127.814,135.397,22.473,52.853,84.563,26.053,54.258,147.01,75.16,144.016,118.48,47.733,98.254,152.026,12.347,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1,3.0,2.0,3.0,3.0,3.0,6.0,8.0,6.0,9.0,3.0,5.0,15.0,10.0,6.0,6.0,6.0,47.0,21.0,17.0,27.0,79.0,2,10.0,23.0,0.0,20.0,0.0,31,24.0,85.0,10.0,24.0,10.0,26.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,48.291558422288524,5.395111498257841,0.0027090815688376505,5.007712833914056,0.0002344123316751477,-0.06433284529025461,8.192204359720936,2.9035569090338816e-06,-0.0010112135823003884,0.07791821479713344,4.831505643814928,85.47859090909091,3.674497459062678,46.896367588932776,-0.5029424054206661,14.23628797289667,11.690399209486156,-0.0203970667776158,0.1395651980742314,8.963646210882988,19.82882885375486,2,1000,2,1,1000,1,1,21,1,1,2,1,1,1,26,1000,1,1,2,1,1,2,1,1,24,2,1,4,15,21,21,22,22,3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
23,0.07142857142857142,True,0,5,2333003024,1.0,4.157,2.346,33.91,38.177,21.726,71.9,103.91,176.98,73.157,19.31,116.803,95.972,22.004,96.813,40.41,78.15,230.826,37.354,17.084,213.367,117.374,11.07,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,3.0,2.0,3.0,3.0,3.0,8.0,18.0,14.0,7.0,3.0,7.0,12.0,3.0,16.0,7.0,12.0,54.0,6.0,7.0,50.0,64.0,2,8.0,16.0,2.0,38.0,3.0,25,13.0,55.0,14.0,20.0,8.0,13.0,26.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,21,64.40482065494042,5.338157894736836,-0.004962235710197422,6.0899366048317525,1.7273301968542973e-05,-0.010196046206665954,6.353371733154002,3.3943938223574987e-07,-0.00013700189725760536,0.008471320787574458,5.885907594485489,124.32663636363637,15.25504234895539,-35.85130830039519,1.519900550536421,-16.66286921230944,70.54173023715421,0.23751732542819504,-5.961895200451723,44.735359410879,-24.227682608695638,3,1000,2,22,18,18,2,11,1,2,22,2,3,1,1,22,5,1,2,1,5,3,1,2,13,2,1,1,8,15,18,18,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
25,0.21428571428571427,False,3,7,2333003181,0.0,2.367,2.226,60.324,36.07,23.343,51.74,67.61,105.2,106.724,23.167,44.946,56.336,19.936,69.007,106.907,87.983,274.296,47.33,89.474,217.97,88.517,5.15,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1,4.0,2.0,3.0,3.0,3.0,5.0,4.0,10.0,9.0,5.0,3.0,5.0,2.0,5.0,7.0,10.0,44.0,11.0,35.0,35.0,25.0,2,8.0,25.0,26.0,22.0,0.0,31,26.0,31.0,7.0,2.0,8.0,26.0,4.0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,64.55846437633228,6.838892241379306,-0.013124924320906254,8.354821000443982,0.0001990709107829201,-0.05911030471176074,10.11759391542674,2.6812820577342304e-07,0.00010616448748242901,-0.05054427885781436,9.954481204918848,96.55940909090907,7.695832298136647,15.753169960474299,-0.2110850508187468,12.128618365330333,0.9772164031620635,-0.029709156785243468,0.7247533879164215,4.448801336344904,12.831169960474114,3,2,1,1,1,1,2,1,1,2,1,3,4,1,1000,1000,3,1,4,3,1,4,1,4,2,2,1,2,12,18,22,26,26,2,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
26,0.0,True,2,5,2333003245,1.0,5.867,8.447,48.93,79.693,18.854,86.973,36.366,63.717,90.054,86.786,66.15,73.42,31.803,106.356,30.58,78.48,149.44,5.76,25.827,98.333,94.464,7.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,6.0,17.0,3.0,26.0,3.0,6.0,7.0,51.0,7.0,6.0,6.0,17.0,5.0,10.0,48.0,2.0,2.0,16.0,17.0,2,11.0,16.0,22.0,8.0,0.0,26,13.0,29.0,12.0,1.0,11.0,13.0,3.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,21,38.48424090305404,4.919011406844102,-0.019892846117108166,7.5249742481852735,3.077814472929577e-05,-0.027956720036183647,7.875752763665057,1.1010559070801744e-06,-0.00040193682675321264,0.017305486192068124,6.896951498171625,63.74581818181816,1.9954364765669128,42.7937351778656,-0.5202600225861097,12.92089695087522,6.37553359683798,-0.04439319742042855,0.8781256961573889,1.4452554176944457,24.088419367588866,1,2,2,1,1,1,3,1,1,4,1,2,5,1,1000,1000,3,1,3,2,1,1,1,1,2,2,1,1,15,21,24,25,26,2,65.0,2.0,1.0,2.0,6.0,6.0,0.0,6.0,5.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
28,0.5,False,0,2,2333003695,0.0,7.556,0.0,46.167,78.419,29.147,63.76,68.034,106.74,198.436,17.69,126.644,116.593,19.633,101.896,21.194,26.797,279.21,49.566,80.146,251.144,78.094,12.324,2.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,4.0,0.0,4.0,5.0,4.0,2.0,6.0,14.0,7.0,3.0,7.0,11.0,7.0,13.0,4.0,4.0,53.0,4.0,48.0,14.0,16.0,2,6.0,14.0,17.0,8.0,7.0,32,13.0,37.0,19.0,8.0,6.0,13.0,14.0,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,73.35283328629272,7.404430894308949,-0.01185397129919414,8.856542378460226,0.00024609237671055137,-0.07214660359327922,11.30844275841969,8.323790341569835e-06,-0.0028129005738163643,0.22702457172632162,5.262649090998307,155.0087826086957,-14.31015513833993,312.4204891304348,3.573387436476561,-92.92467874082426,587.5713217391301,-0.6568958396675794,25.2509501455067,-279.48309720641697,891.0571996655506,3,2,2,3,1,3,1,6,2,5,1,2,1000,3,1000,4,1,1,4,1000,1,1,3,1000,1000,1,2,1000,8,13,18,20,21,6,40.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,6.69,1.0,2.0,True,35.61,2.0,12.0,True
29,0.0,True,2,10,2333003776,1.0,8.044,1.64,772.767,17.243,16.086,82.167,3.25,70.163,0.0,49.98,56.96,0.0,23.65,24.757,12.467,58.45,307.27,94.993,25.36,0.0,43.687,11.326,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,3.0,2.0,17.0,3.0,3.0,8.0,2.0,8.0,0.0,3.0,5.0,0.0,3.0,3.0,3.0,5.0,84.0,36.0,8.0,0.0,16.0,2,4.0,13.0,0.0,0.0,0.0,19,16.0,53.0,4.0,16.0,4.0,16.0,4.0,True,True,True,True,True,True,False,True,0,True,True,0,True,True,True,True,True,True,True,0,True,True,18,174.33916932137652,7.85168224299065,-0.06685836575637263,14.972098196044339,0.0011976075233939736,-0.3219487682392891,23.985292417107395,-5.924023554506421e-06,0.003090333049058778,-0.48283162272550817,26.8074723575753,52.114368421052646,2.937273684210527,25.678905263157905,-0.3572770160695865,9.368259973463084,7.457777443608956,-0.11788662163429904,2.8256617680564857,-12.93588883974628,36.31642241968533,1000,1000,3,22,6,7,4,4,1000,4,8,2,1000,1000,1000,5,2,1,3,1000,6,5,1000,3,4,2,1000,1,2,5,8,12,14,9,47.0,0.0,4.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
32,0.5454545454545454,True,1,4,2333003971,1.0,21.863,10.453,50.506,41.087,43.263,62.777,60.88,58.81,40.187,52.79,143.637,80.46,37.947,78.35,49.377,93.746,100.67,69.667,43.273,44.937,139.233,21.143,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,7.0,4.0,10.0,13.0,8.0,12.0,16.0,11.0,8.0,8.0,13.0,11.0,7.0,14.0,10.0,14.0,50.0,22.0,22.0,10.0,51.0,7,8.0,14.0,2.0,4.0,7.0,31,16.0,59.0,5.0,20.0,8.0,16.0,13.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,33.43486469093043,4.100780487804874,0.0003500324083299907,4.043550189042924,3.1772072927084544e-05,-0.01003943543882666,4.608044608738436,-6.685106675730329e-07,0.00035967655537165715,-0.05286389454822138,5.7660939392385115,91.13454545454545,-1.670828910220212,108.67824901185763,-0.3961530914737433,6.648386010728399,80.94753260869568,0.06049526038416209,-2.30175379357485,22.28641082003431,56.80992371541508,2,1000,5,22,19,18,4,20,4,3,19,5,4,1,15,22,2,2,3,5,14,1,3,1,20,1,2,1,5,9,12,15,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
33,0.7777777777777778,True,0,5,2333004276,1.0,0.0,0.0,148.653,0.0,0.0,0.0,38.247,87.013,124.39,0.0,106.277,50.977,31.987,179.3,0.0,0.0,137.317,321.2,178.133,201.196,193.497,10.137,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1,0.0,0.0,31.0,0.0,0.0,0.0,9.0,6.0,33.0,0.0,37.0,9.0,8.0,6.0,0.0,0.0,51.0,108.0,77.0,29.0,55.0,2,28.0,8.0,0.0,24.0,5.0,16,19.0,31.0,30.0,13.0,28.0,19.0,11.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,0,True,True,True,True,True,True,14,84.61987934364674,3.906025917926556,-0.004576915673884468,4.963293438593877,1.048755910427221e-05,-0.009422167980058222,5.335570324118226,-1.7393519693724357e-07,0.00013102465058178206,-0.03167334985384595,6.187606844742255,120.52726666666669,8.166932142857139,63.35874166666665,-1.318249272786037,26.622421961861676,23.371847058823427,-0.5590371417797872,10.421530704589474,-36.88419734432187,84.4187029411761,2,1000,1,1000,1000,1,1000,1,2,1000,1,3,1,2,1000,6,1000,1,1000,1,1000,1000,1,1000,1000,1,1,2,10,14,15,15,15,12,163.0,3.0,7.0,4.0,20.0,22.0,0.0,9.0,0.0,0.0,0.166,1.0,2.0,False,0.0,0.0,0.0,0
34,0.0,False,1,4,2333004381,0.0,2.886,4.767,23.223,33.04,22.9,27.293,23.804,49.013,23.336,22.044,82.39,58.92,26.093,34.347,38.21,46.703,316.823,76.004,46.517,170.654,39.806,5.18,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,4.0,3.0,3.0,3.0,7.0,3.0,3.0,5.0,6.0,5.0,4.0,3.0,3.0,51.0,29.0,8.0,66.0,11.0,2,8.0,15.0,0.0,58.0,2.0,23,21.0,27.0,5.0,20.0,8.0,21.0,4.0,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,20,67.11578974344535,5.171599118942728,0.007998764796283737,4.267738696962671,-2.1631201413006367e-05,0.012887416315623176,4.084414264987441,-2.0757087210854297e-06,0.0006820340550349545,-0.050583604957727124,5.266571895820017,53.38981818181817,4.159151891586674,9.7187233201581,-0.20901157538114104,8.548394974590638,-4.912086956521762,-0.09059813466472477,2.64482966655769,-14.87122283624073,31.236568774703372,3,1000,2,1,1000,1,4,1000,2,4,2,5,1,2,26,9,3,1,4,1,1,1,2,1,1000,3,2,2,8,15,18,21,22,4,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
37,0.375,True,1,3,2333004578,1.0,0.0,0.0,181.177,0.0,0.0,0.0,74.667,141.88,97.087,0.0,55.593,160.71,25.356,21.2,0.0,51.5,367.0,64.23,55.64,440.993,67.757,4.207,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,6.0,0.0,0.0,0.0,6.0,115.0,81.0,0.0,42.0,62.0,2.0,28.0,0.0,3.0,239.0,48.0,9.0,256.0,25.0,2,10.0,7.0,11.0,48.0,3.0,17,24.0,57.0,0.0,3.0,10.0,24.0,5.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,True,True,True,True,True,True,True,16,121.49778459874214,1.9579125269978324,-0.0019263693083508985,2.8488583321101304,1.0967027721035938e-05,-0.012070869950309135,4.411111430971699,-2.8427178609254256e-08,5.040973804137616e-05,-0.02665678991220665,5.53240457704245,112.49443750000005,4.098154411764711,81.75827941176468,-0.505097163865547,11.67461186974791,64.07987867647051,-0.309252583287024,6.453085960092485,-28.744700765866053,106.29285629514919,4,1000,3,7,3,6,1000,1000,2,1000,7,3,4,3,11,15,1000,3,1000,1000,4,1000,1,1000,1000,3,4,1,2,3,9,13,13,10,618.0,5.0,3.0,2.0,28.0,28.0,0.0,20.0,0.0,1.0,4.03,1.0,2.0,True,0.0,0.0,0.0,0
38,0.0,False,1,5,2333004721,0.0,19.324,2.78,54.626,112.64,20.95,74.483,25.099,95.757,79.987,38.403,22.497,55.753,18.72,4.133,109.45,29.42,141.18,84.124,24.777,279.678,54.276,9.187,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1,6.0,2.0,10.0,9.0,3.0,7.0,5.0,19.0,9.0,3.0,3.0,11.0,4.0,5.0,3.0,5.0,40.0,67.0,13.0,33.0,35.0,2,10.0,15.0,30.0,20.0,13.0,34,34.0,53.0,13.0,1.0,10.0,35.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,21,60.9316892861544,4.616476190476189,0.0018956970142716707,4.338756577885391,0.00032529610273306894,-0.0934160610865176,8.97726213879047,-1.947844438989454e-06,0.0011813737336689337,-0.19357753347490148,11.402016420653196,359.1098636363636,-8.446978543195918,447.8031383399206,-2.3755104460756638,41.438740824392994,281.5174071146248,0.25124423410304436,-10.28970382032156,106.38537534003002,181.27095770751006,3,1000,1,6,1000,1,1,21,1,5,1000,5,3,3,26,24,5,2,4,1,1,4,4,1,24,5,2,4,7,9,12,16,20,3,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
41,0.0,True,0,3,2333005566,1.0,4.213,0.0,25.7,120.773,19.6,106.85,88.324,116.044,109.543,103.973,212.147,43.803,15.563,194.123,66.797,41.77,178.316,86.377,36.193,168.997,68.707,8.414,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1,1.0,0.0,3.0,82.0,3.0,25.0,7.0,12.0,10.0,63.0,114.0,7.0,3.0,83.0,27.0,6.0,45.0,41.0,9.0,39.0,30.0,2,15.0,15.0,5.0,32.0,3.0,26,17.0,30.0,17.0,18.0,15.0,17.0,7.0,True,0,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,62.57547819861326,2.958361563517916,-0.006101642350642461,4.828514943989829,2.350341633158541e-05,-0.020509236561904308,6.29808955353854,-9.954471768346189e-08,0.0001150347842415286,-0.04293444160878394,7.438973135715238,154.11904545454544,0.08514342179559968,153.22503952569159,-1.713660502540938,36.07201397515531,33.26880434782613,0.18878137438457765,-7.660273795655133,84.87199925356862,-42.05496403162017,4,1000,2,1,1,1,1,1000,1,2,1,3,3,1,3,4,2,3,2,5,1,3,1,1,1000,1,1,4,12,16,21,24,25,3,313.0,4.0,6.0,2.0,26.0,22.0,5.0,9.0,2.0,5.0,0.207,1.0,2.0,True,0.0,0.0,0.0,0
43,0.625,False,3,4,2333005825,0.0,4.284,9.73,184.337,99.323,24.468,18.716,51.69,49.042,151.15,112.696,28.024,123.17,9.026,26.523,43.064,4.626,171.52,85.467,25.36,63.527,122.14,4.907,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,5.0,2.0,92.0,30.0,7.0,5.0,10.0,14.0,79.0,11.0,6.0,33.0,3.0,3.0,4.0,3.0,108.0,31.0,14.0,16.0,20.0,2,5.0,19.0,6.0,12.0,7.0,32,19.0,63.0,4.0,22.0,5.0,19.0,14.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,20,56.313462269192804,2.836927710843376,0.003972198451349868,1.8498363956829318,1.9985984946313148e-05,-0.005960836066967771,2.67096724919719,-1.562823954004014e-08,3.163683752341303e-05,-0.00827469851442771,2.7663178266881765,108.65313636363638,-8.815071146245065,201.21138339920952,1.3553755646527397,-37.27795800395261,296.08767292490137,-0.21677722418694942,8.183858126541642,-93.31487045627898,382.5817853754938,1,20,1,1,1,3,1,21,1,2,1,1,5,1,23,18,4,1,4,1,1000,1,1,1,1000,2,1,2,15,18,19,21,22,2,153.0,58.0,13.0,12.0,11.0,13.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
45,1.0,True,0,12,2333006503,1.0,14.457,0.0,35.933,22.14,15.21,53.277,80.763,157.617,62.284,19.593,119.303,46.457,29.764,76.333,103.36,115.377,169.603,194.506,45.027,252.976,174.564,18.643,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1,3.0,0.0,3.0,5.0,3.0,9.0,23.0,19.0,6.0,3.0,3.0,3.0,6.0,5.0,9.0,15.0,50.0,7.0,13.0,16.0,80.0,2,3.0,20.0,22.0,4.0,2.0,28,23.0,50.0,8.0,1.0,3.0,24.0,37.0,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,66.79917778715317,6.525629370629382,-0.00484884153074136,7.216589288760019,0.0003470863057130659,-0.10376843865896525,11.898783552829283,-9.895869000608116e-07,0.0007701347054890629,-0.15191154447085373,13.032158419055822,96.36656521739134,6.009607707509883,30.260880434782592,-0.33082165443252465,13.28768410502543,4.787613043478221,-0.09624821120908088,2.845369315467147,-14.046807878353581,49.254286622073415,3,1000,5,1,1,1,4,1000,1,1,1,3,2,1,10,10,2,1,4,4,1,1,2,4,24,2,2,3,10,15,18,22,23,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,51.0,52.943,1.0,2.0,True,6.2,1.0,1.0,True
46,0.375,True,2,2,2333008034,1.0,7.35,9.713,32.134,20.323,36.853,32.257,38.443,72.79,79.224,69.043,448.696,144.636,40.913,160.287,50.554,57.103,115.067,73.48,41.03,100.25,148.317,15.963,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,3.0,5.0,3.0,3.0,8.0,48.0,34.0,50.0,31.0,7.0,6.0,3.0,3.0,37.0,24.0,8.0,27.0,54.0,2,8.0,20.0,0.0,22.0,0.0,23,21.0,52.0,13.0,20.0,8.0,21.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,91.33011135368244,4.929741758241767,0.0007933192585745476,4.785754312810478,-7.29597165203475e-05,0.027277696355460703,3.187863561298344,-6.684300558905672e-07,0.00029100044891206624,-0.025496661318250513,4.773298305932968,81.81827272727273,3.1004302653867897,49.26375494071142,-0.9607326369282895,23.27581564088088,-17.987529644268808,-0.005470653907496059,-0.7884070388421642,21.861651605793153,-15.804738735177887,3,4,1,1,1,1,2,1,1,4,1,5,4,1,3,9,4,3,4,3,2,3,1,1,1000,2,1,1,12,15,20,25,26,1,76.0,6.0,2.0,3.0,10.0,10.0,0.0,2.0,30.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
49,1.0,True,2,2,2333008239,1.0,6.214,3.866,26.866,69.091,13.186,37.984,42.324,72.704,9.57,57.026,101.42,39.793,17.811,55.2,7.017,42.146,108.446,82.36,45.91,135.11,88.83,6.466,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,7.0,2.0,6.0,73.0,5.0,4.0,8.0,6.0,3.0,25.0,12.0,11.0,9.0,11.0,4.0,6.0,45.0,20.0,22.0,15.0,52.0,2,6.0,19.0,20.0,6.0,2.0,35,25.0,34.0,18.0,12.0,6.0,26.0,15.0,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,20,36.62313815626978,3.072816091954026,-0.01006687667124054,4.8194191944142535,2.350855932785109e-05,-0.018224346758004852,5.289833302750996,5.703787121621005e-07,-0.00027337356035252224,0.022923629105437306,4.108539348542793,100.35909090909094,-7.182552230378321,175.77588932806327,1.1653132411067197,-31.654130293619442,257.3478162055337,-0.19484294431731491,7.30286598710214,-82.02103139964535,335.09015098814217,3,1000,1,1,1,1,1,10,1,2,1,3,2,1,1000,5,4,1,2,3,1,1,1,5,11,4,1,1,14,17,20,22,24,2,88.0,1.0,2.0,2.0,5.0,5.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
